Aircraft,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id
A320,Wizz Air,Economy Class,July 2018,14th July 2018,0,1,1,Kuwait,1.0,no,"Flew Wizz Air from Budapest to Sarajevo. Horrible customer service, poor organisation and shoddy explanations for all delays. Worse than Ryanair and thats saying something. Delayed flights and poor ground staff who spent the entire time laughing amongst themselves.",Budapest to Sarajevo,2,1,wizz-air,Horrible customer service,Solo Leisure,Trip Verified,3,0,2476ba32-82e4-4881-bc6c-0a87841ee450
A320,Wizz Air,Economy Class,July 2018,12th July 2018,0,0,1,UnitedKingdom,3.0,no,"Luton to Wrocław. Wizz air website/booking system is awkward to use. Their attitude towards customers is disrespectful, with persistent attempts to increase the price after booking (pay to choose seats, deliberately splitting couples up on seat allocation, not being able to check in until 48 hours before departure - it took nearly 2 hours to enter passenger info and print boarding cards (this can be done well in advance on other airlines), having to put cabin baggage in the hold etc). The flights both ran on time, but legroom was the worst I have have experienced from any of the other low quality carriers.",Luton to Wrocław ,1,3,wizz-air,attitude is disrespectful,Couple Leisure,Not Verified,2,0,80e71f8b-04fa-47e0-8efe-da9254a59cc0
A320,Wizz Air,Economy Class,July 2018,11th July 2018,0,5,5,Slovakia,10.0,yes,Agadir to Budapest. Everything was OK. Smooth. Staff were nice and helpful. Excellent price. Only one thing should be better - more space for legs. Thank you Wizz.,Agadir to Budapest,4,5,wizz-air,Everything was OK,Family Leisure,Trip Verified,5,0,f9731583-e974-4db6-b975-20d6bfc1bc50
A320,Wizz Air,Economy Class,July 2018,10th July 2018,4,4,1,Romania,7.0,yes,"Bucharest to Hannover. I fly with Wizz Air quite often due to their good fare offers and convenient routes. The seats are comfortable enough for a short-haul flight and I don't have a problem with legroom as I'm not very tall. The cabin crew was very friendly and courteous, as usual. What I don't like about them if that they make you check-in your hand luggage most of the time, if it's a trolley. Or they charge you for letting you take it on board. This is really annoying because you always have to wait for your hand luggage at the destination. This particular flight was quite bumpy. There's very little a pilot can do to avoid turbulent weather and I am not one to be easily scared, but this time the flight experience was a little unpleasant. No concerns over safety, though, so I will keep flying with them. The worst thing of all was the boarding experience at Otopeni airport (and the overall condition of the airport). This must be one of the worst, dirtiest and most crowded airports I have even been to and it's getting worse by the month. Again, nothing to do with the airline, but it does ruin the travel experience.",Bucharest to Hannover,4,5,wizz-air,good fare offers,Solo Leisure,Trip Verified,4,1,86d3c622-2ad2-4bf1-b991-6ed653afbff2
A320,Wizz Air,Economy Class,June 2018,30th June 2018,0,5,4,UnitedKingdom,8.0,yes,"Riga to Luton. I was surprised by the flight and both departure and arrival process. Check in at Riga was swift and quick. May be I was lucky that I had read the booking information reference cabin baggage allowances and knew what to expect. The staff do check bag sizes and weights but that is a standard with most airlines now. Boarding was quick, the slight delay due to a crew change took a matter of minutes. The cabin was clean.  On board service was slick and the deals on offer meant you could make some good savings. Arrival at Luton the disembarking was quick.",Riga to Luton,5,5,wizz-air,Boarding was quick,Business,Trip Verified,5,0,be050f88-6ef1-4a86-8006-192742fdd051
A321,Wizz Air,Economy Class,June 2018,22nd June 2018,0,4,5,Sweden,8.0,yes,"Had read very bad reviews for Wizz Air so was not expecting much. Ordered the most expensive ticket with priority booking, hold luggage, selected seat and guaranteed hand luggage for €34. I can't even get half a taxi journey between Arlanda and Stockholm for the same price. So for me it was like option pricing. Downloaded the app. Entered my booking code and the whole checking in process worked perfectly. Luggage check-in took 30 secs - no queues. No buses at Vilnius. Plane was clean, baguette, bottle of wine and peanuts for €8. Hostesses were efficient and friendly. What's not to like?",Vilnius to Stockholm,4,5,wizz-air,What's not to like?,Business,Trip Verified,5,0,6599b1ce-3f7c-47ba-b572-28e6eb829a92
A320,Wizz Air,Economy Class,June 2018,6th June 2018,1,1,1,UnitedKingdom,1.0,no,"Luton to Tirana. I want to start off by saying that I am not a picky flyer. If an airline takes me from point a to point b safely, then I am satisfied. With this in mind, I never thought I would have such a dreadful experience with an airline. On the first leg from Tirana to Luton, I tried to check in via the Wizz Air app, however it explicitly said that I could not check in online due to regulations from Tirana's airport. I went to the check in counter the day of the flight and I was harshly told by a Wizz Air employee to pay the charge or leave the airport, even though I was clearly explaining to them that checking in online was purely impossible- they refused to listen. The first absolute scam from this airline. The second leg was an even more dreadful experience. Before boarding a woman started interrogating all passengers like she was a prison warden about the number of carry on bags they had. I was fine, however there were people who were forced to pay cash on the counter, just for carrying a lap top in their hands. Second absolute scam. The flight was supposed to take off at 6 a.m UK time, but it took off at 7:30 a.m. The reason was ""a missing oxygen bottle"" which had to be delivered from Gatwick Airport. To add to the misery, we were left to wait not even inside the terminal, but in the stairs leading to the tarmac, for about an hour. The air was humid and I started having difficulty breathing. Many older people had to lie down on the ground, and many children started getting ill. It seemed like a scene from an apocalyptic movie - at 6 a.m on a Tuesday morning in London! The flight itself was alright. I want to point out that the captain of the flight, an Irish gentleman, fully deserved the title as he apologised profusely on behalf of a ridiculous airline. Nothing but respect for him. Every single other Wizz Air employee, particularly the ground crew needs to take some lessons not just on their jobs, but also on basic human decency. I would give this airline a 0 if I could. Please avoid them at all costs.",Luton to Tirana,2,1,wizz-air,avoid them at all costs,Solo Leisure,Trip Verified,1,1,d19e30a9-479e-4715-b936-3484b39033f5
A320,Wizz Air,Economy Class,June 2018,2nd June 2018,1,0,1,Germany,1.0,no,"Dortmund to Belgrade. I have to say this has to be one of the worst flights I've ever had. Wizz air is bad on the ground even worse in the sky. The plane was not too old but it was filthy. No leg room and ground staff was terrible. The crew was polite but disinterested. Wizzair does not send email notification for online check in, however if you don't check in online they will charge you 35 euros.  They asked me at check in to remove 600 grams from my check in luggage and put in my hand luggage. I will never use their service again.",Dortmund to Belgrade,1,2,wizz-air,one of the worst flights,Solo Leisure,Trip Verified,1,1,2670f52f-1cb3-44c8-a51b-6e473026cbc8
A320,Wizz Air,Economy Class,May 2018,10th May 2018,0,0,1,UnitedKingdom,1.0,no,"Cluj to Luton. Absolutely appalling service - unable to check in online due to the app not being functional, then unable to explain to staff at the airport, as no one from Wizz Air is employed at Cluj Airport. Therefore, I had to pay their extortionate fees for airport check-in, as no one at the airport was prepared to accept that the app had not been working. The flight itself was average. Uncomfortable, cramped seats, overcrowded (my cabin bag had to go into the hold), and really not that cheap for a budget airport. Ground service was minimal and sullen, while cabin staff were professional, but forced to constantly try to sell drinks and duty free, making it hard to relax and get to sleep on the flight. Will avoid this airline like the plague from now on.",Cluj to Luton,1,2,wizz-air,Absolutely appalling service,Solo Leisure,Trip Verified,1,0,15421b49-0612-4fe6-baa9-8444e179620b
A320,Wizz Air,Economy Class,April 2018,7th May 2018,0,0,4,Macedonia,8.0,yes,"Oslo to Skopje. It was very nice flight. The crew was friendly, ground service too, they allowed us to check-in our hand luggage for free. The return flight was delayed for around 45 minutes, but we landed 10 minutes after sheduled.",Oslo to Skopje,4,5,wizz-air,very nice flight,Family Leisure,Trip Verified,4,0,43684c5e-166c-405b-b459-2d3ff4608f18
A320,Wizz Air,Economy Class,May 2018,7th May 2018,0,0,1,UnitedKingdom,1.0,no,Tirana to Luton. Worst experience ever. I have been flying with many airlines but Wizz Air is the worst I have ever experienced. Got charged €35 to check in even though their website didn’t let me check in online and has the rudest staff on board I have ever come across. Was the first time I booked and it will be the last one I will ever use them.,Tirana to Luton,1,1,wizz-air,€35 to check in,Business,Trip Verified,1,0,e6cdec97-1505-4303-a513-f4f35b5ed821
